backend_drug_id,nomor_registrasi,nama_produk,komposisi,komposisi_normalized,list_zat_aktif,jumlah_zat_aktif,drug_category,all_drug_categories,kategori_interaksi_obat,siap_cek_interaksi,kategori_obat_bpom,golongan_obat,perlu_resep,perlu_konfirmasi_apoteker,bentuk_sediaan,kelompok_bentuk_sediaan,rute_penggunaan_hint,kemasan,pendaftar,perusahaan,negara_asal,tanggal_terbit,masa_berlaku_sd,status_bpom,status_masa_berlaku,sisa_hari_berlaku,jumlah_varian_kemasan,category_match_source,category_match_pattern,category_source
LKE13066122,LKE13066122,DIPROGENTA,GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,['GENTAMICIN SULFATE. BETAMETHASONE DIPROPIONATE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,"KRIM; 0,05 % /0,1 % /0.64 mg /1.7 MG",krim,topikal,JAR @ 450 G,ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2019-08-08,2024-08-08,Berlaku (Khusus Ekspor),kedaluwarsa,-666,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
LKE14066160,LKE14066160,DIPROSALIC,BETAMETHASONE DIPROPIONATE | SALICYLIC ACID,BETAMETHASONE DIPROPIONATE | SALICYLIC ACID,"['BETAMETHASONE DIPROPIONATE', 'SALICYLIC ACID']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,SALEP,salep,topikal,"DUS, 1 TUBE @ 10 G ;; DUS, 1 TUBE @ 5 G ;; DUS, 1 TUBE @ 15 G ;; DUS, 50 TUBE @ 5 G",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-04-15,2031-04-15,Berlaku,aktif,1775,4,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL9106602330A1,DKL9106602330A1,DIPROSALIC,SALICYLIC ACID. BETAMETHASONE DIPROPIONATE,SALICYLIC ACID. BETAMETHASONE DIPROPIONATE,[],0,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SALEP,salep,topikal,"DUS, 1 TUBE @ 5 G",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2024-05-05,2029-05-05,Berlaku,aktif,1065,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
LKE20066196,LKE20066196,DIPROSONE,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,['BETAMETHASONE DIPROPIONATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,SALEP,salep,topikal,"DUS, 1 TUBE @ 5 G",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-02-24,2031-02-24,Berlaku,aktif,1725,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL1605053143A1,DKL1605053143A1,DIVITI,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,['FONDAPARINUX SODIUM'],1,antikoagulan,antikoagulan,antikoagulan,1,Obat Keras - Lokal,Obat Keras,1,1,INJEKSI,injeksi,parenteral,"DUS, 2 PREFILLED SYRINGE @ 0.5 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-01-21,2031-01-21,Berlaku,aktif,1691,1,drug_name_category_lookup.csv,FONDAPARINUX,curated_rule
LKE12055028,LKE12055028,DOXYCYCLINE,DOXYCYCLINE MONOHYDRATE,DOXYCYCLINE MONOHYDRATE,['DOXYCYCLINE MONOHYDRATE'],1,antibiotik_tetrasiklin,antibiotik_tetrasiklin,antibiotik_tetrasiklin,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET; 104.10 MG,tablet,oral,PLASTIK PAIL @ 80.000 TABLET,ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2023-01-16,2027-07-03,Berlaku (Khusus Ekspor),aktif,393,1,drug_name_category_lookup.csv,DOXYCYCLINE,curated_rule
DKI1504000148A1,DKI1504000148A1,DUOXAL,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE. FLUOCINOLONE ACETONIDE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE. FLUOCINOLONE ACETONIDE,['CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE. FLUOCINOLONE ACETONIDE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Keras - Impor,Obat Keras,1,1,TETES TELINGA; 3.49 MG /0.25 MG,tetes,telinga,"DUS, 1 BOTOL @ 10 ML",NICHOLAS LABORATORIES INDONESIA - Indonesia,NICHOLAS LABORATORIES INDONESIA,Indonesia,2021-03-23,2026-03-23,Berlaku,kedaluwarsa,-74,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
DKL2142801529A1,DKL2142801529A1,ECONAZINE,ECONAZOLE NITRATE | TRIAMCINOLONE ACETONIDE,ECONAZOLE NITRATE | TRIAMCINOLONE ACETONIDE,"['ECONAZOLE NITRATE', 'TRIAMCINOLONE ACETONIDE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 10 GRAM",YSP INDUSTRIES INDONESIA - Indonesia,YSP INDUSTRIES INDONESIA,Indonesia,2025-12-20,2030-12-20,Berlaku,aktif,1659,1,drug_name_category_lookup.csv,TRIAMCINOLONE,curated_rule
DKL2634617717A1,DKL2634617717A1,EMPAFER,EMPAGLIFLOZIN,EMPAGLIFLOZIN,['EMPAGLIFLOZIN'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2026-03-16,2031-03-16,Berlaku,aktif,1745,1,drug_name_category_lookup.csv,EMPAGLIFLOZIN,curated_rule
DKI2297301367A1,DKI2297301367A1,ENERZAIR BREEZHALER,GLYCOPYRRONIUM BROMIDE | INDACATEROL ACETATE | MOMETASONE FUROATE,GLYCOPYRRONIUM BROMIDE | INDACATEROL ACETATE | MOMETASONE FUROATE,"['GLYCOPYRRONIUM BROMIDE', 'INDACATEROL ACETATE', 'MOMETASONE FUROATE']",3,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,SERBUK INHALER,lainnya,oral,"DUS, 3 BLISTER @ 10 KAPSUL + 1 INHALER",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-06-04,2027-06-28,Berlaku,aktif,388,1,drug_name_category_lookup.csv,MOMETASONE,curated_rule
GKL2431551617A1,GKL2431551617A1,EPLERENONE,EPLERENONE,EPLERENONE,['EPLERENONE'],1,diuretik_hemat_kalium,diuretik_hemat_kalium,diuretik_hemat_kalium,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-12-30,2029-12-30,Berlaku,aktif,1304,1,drug_name_category_lookup.csv,EPLERENONE,curated_rule
DKL2206321448A1,DKL2206321448A1,ERFLOX,OFLOXACIN,OFLOXACIN,['OFLOXACIN'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Keras - Lokal,Obat Keras,1,1,TETES TELINGA,tetes,telinga,"DUS, 1 BOTOL PLASTIK @ 5 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2026-02-19,2031-02-19,Berlaku,aktif,1720,1,drug_name_category_lookup.csv,OFLOXACIN,curated_rule
DKL0122717510A1,DKL0122717510A1,ERICAF,CAFFEINE | ERGOTAMINE TARTRATE,CAFFEINE | ERGOTAMINE TARTRATE,"['CAFFEINE', 'ERGOTAMINE TARTRATE']",2,xantin,xantin,xantin,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2025-07-28,2030-07-28,Berlaku,aktif,1514,1,drug_name_category_lookup.csv,CAFFEINE,curated_rule
DKL7206316229A1,DKL7206316229A1,ERLA NEO HYDROCORT,HYDROCORTISONE ACETATE. NEOMYCIN SULFATE,HYDROCORTISONE ACETATE. NEOMYCIN SULFATE,['HYDROCORTISONE ACETATE. NEOMYCIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM; 10 MG /5 MG,krim,topikal,"DUS, 1 TUBE @ 5 G",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2022-06-23,2027-06-23,Berlaku,aktif,383,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKL2106320829A1,DKL2106320829A1,ERLADERM-G,BETAMETHASONE VALERATE | GENTAMICIN SULFATE,BETAMETHASONE VALERATE | GENTAMICIN SULFATE,"['BETAMETHASONE VALERATE', 'GENTAMICIN SULFATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 G",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2025-11-01,2030-11-01,Berlaku,aktif,1610,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL0406311646A1,DKL0406311646A1,ERLAMYCETIN PLUS,CHLORAMPHENICOL. DEXAMETHASONE SODIUM PHOSPHATE,CHLORAMPHENICOL. DEXAMETHASONE SODIUM PHOSPHATE,['CHLORAMPHENICOL. DEXAMETHASONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TETES MATA; 5 MG /1 MG,tetes,mata,"DUS, 1 BOTOL PLASTIK @ 5 ML",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2020-07-26,2025-07-26,Berlaku,kedaluwarsa,-314,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DBL2511704410A1,DBL2511704410A1,ESEPULUH,CAFFEINE ANHYDROUS | PARACETAMOL,CAFFEINE ANHYDROUS | PARACETAMOL,"['CAFFEINE ANHYDROUS', 'PARACETAMOL']",2,xantin,xantin,xantin,1,Obat Bebas - Lokal,Obat Bebas,0,0,TABLET,tablet,oral,"DUS, 25 CATCH COVER @ 1 STRIP @ 4 TABLET",PERUSAHAAN DAGANG DAN INDUSTRI KALIROTO - Indonesia,PERUSAHAAN DAGANG DAN INDUSTRI KALIROTO,Indonesia,2025-12-12,2030-12-12,Berlaku,aktif,1651,1,drug_name_category_lookup.csv,CAFFEINE,curated_rule
DKI2163401910B1,DKI2163401910B1,EUTHYROX,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,['LEVOTHYROXINE SODIUM'],1,tiroid,tiroid,tiroid,1,Obat Keras - Impor,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 4 BLISTER @ 25 TABLET (BULK) ;; DUS, 4 BLISTER @ 25 TABLET ;; DUS,4 BLISTER @ 25 TABLET",MERCK TBK - Indonesia,MERCK TBK,Indonesia,2026-01-05,2031-01-05,Berlaku,aktif,1675,3,drug_name_category_lookup.csv,LEVOTHYROXINE,curated_rule
LKE20227016,LKE20227016,EXADON,PARACETAMOL. CAFFEINE,PARACETAMOL. CAFFEINE,[],0,xantin,xantin,xantin,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,KAPLET,kaplet,oral,"DUS, 2 BLISTER @ 10 KAPLET",TEMPO SCAN PACIFIC Tbk - Indonesia,TEMPO SCAN PACIFIC Tbk,Indonesia,2024-10-30,2029-10-30,Berlaku,aktif,1243,1,drug_name_category_lookup.csv,CAFFEINE,curated_rule
DKI2601700617C1,DKI2601700617C1,EXFORGE 10/160,AMLODIPINE BESILATE | VALSARTAN,AMLODIPINE BESILATE | VALSARTAN,"['AMLODIPINE BESILATE', 'VALSARTAN']",2,ace_arb,ace_arb|ccb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2026-04-16,2031-04-16,Berlaku,aktif,1776,1,drug_name_category_lookup.csv,AMLODIPINE|VALSARTAN,curated_rule
DKI2570600143A1,DKI2570600143A1,EZ RAPID,INSULIN ASPART,INSULIN ASPART,['INSULIN ASPART'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,LARUTAN INJEKSI,injeksi,parenteral,"DUS, 5 PREFILLED-PEN @ 3 ML",KALBIO GLOBAL MEDIKA - Indonesia,KALBIO GLOBAL MEDIKA,Indonesia,2025-10-20,2030-10-20,Berlaku,aktif,1598,1,drug_name_category_lookup.csv,INSULIN,curated_rule
DKL1907923604A1,DKL1907923604A1,EZETATIN,SIMVASTATIN. EZETIMIBE,SIMVASTATIN. EZETIMIBE,['SIMVASTATIN. EZETIMIBE'],1,statin,statin,statin,1,Obat Keras - Lokal,Obat Keras,1,1,KAPLET; 20 mg /10 MG,kaplet,oral,"DUS,3 BLISTER @ 10 KAPLET",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2019-11-17,2024-11-17,Berlaku,kedaluwarsa,-565,1,drug_name_category_lookup.csv,SIMVASTATIN,curated_rule
DKL8831500510A1,DKL8831500510A1,FARGOXIN,DIGOXIN,DIGOXIN,['DIGOXIN'],1,glikosida_jantung,glikosida_jantung,glikosida_jantung,1,Obat Keras - Lokal,Obat Keras,1,1,"TABLET; 0,25 MG",tablet,oral,"DUS, 10 STRIP @ 10 TABLET",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-04-29,2028-10-21,Berlaku,aktif,869,1,drug_name_category_lookup.csv,DIGOXIN,curated_rule
DKL8831500314A1,DKL8831500314A1,FARMALAT ER,NIFEDIPINE,NIFEDIPINE,['NIFEDIPINE'],1,ccb,ccb,ccb,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET PELEPASAN LAMBAT; 10 MG,tablet,oral,"DUS, 10 STRIP @ 10 TABLET PELEPASAN LAMBAT",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-05-22,2029-01-31,Berlaku,aktif,971,1,drug_name_category_lookup.csv,NIFEDIPINE,curated_rule
DKL1931544110A1,DKL1931544110A1,FARTISON,HYDROCORTISONE,HYDROCORTISONE,['HYDROCORTISONE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 3 STRIP @ 10 TABLET",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2026-04-12,2031-04-12,Berlaku,aktif,1772,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DKL0617621553A1,DKL0617621553A1,FETIK,KETOPROFEN,KETOPROFEN,['KETOPROFEN'],1,nsaid,nsaid,nsaid,1,Obat Keras - Lokal,Obat Keras,1,1,SUPPOSITORIA,lainnya,rektal/vaginal,"DUS, 2 BLISTER @ 5 SUPPOSITORIA",INTERBAT - Indonesia,INTERBAT,Indonesia,2025-09-12,2030-09-12,Berlaku,aktif,1560,1,drug_name_category_lookup.csv,KETOPROFEN,curated_rule
DKL9807105704A1,DKL9807105704A1,FIMEDIAB,GLIBENCLAMIDE,GLIBENCLAMIDE,['GLIBENCLAMIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,KAPLET,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET",PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA - Indonesia,PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA,Indonesia,2025-12-23,2030-06-26,Berlaku,aktif,1482,1,drug_name_category_lookup.csv,GLIBENCLAMIDE,curated_rule
DKI1585100739A1,DKI1585100739A1,FLIXOTIDE,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,['FLUTICASONE PROPIONATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,AEROSOL,lainnya,lainnya,"DUS, 1 CANISTER @ 120 DOSIS",GLAXO WELLCOME INDONESIA - Indonesia,GLAXO WELLCOME INDONESIA,Indonesia,2025-12-14,2030-12-14,Berlaku,aktif,1653,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKI1026100375B1,DKI1026100375B1,FLUTIAS 125,FLUTICASONE PROPIONATE | SALMETEROL XINAFOATE,FLUTICASONE PROPIONATE | SALMETEROL XINAFOATE,"['FLUTICASONE PROPIONATE', 'SALMETEROL XINAFOATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,INHALER (PADAT),lainnya,inhalasi,"DUS, 1 AEROSOL CAN 14 ML @ 120 METERED DOSE",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2025-07-21,2030-07-05,Berlaku,aktif,1491,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKI2500400456A1,DKI2500400456A1,FLUTIC AZ,AZELASTINE HYDROCHLORIDE | FLUTICASONE PROPIONATE,AZELASTINE HYDROCHLORIDE | FLUTICASONE PROPIONATE,"['AZELASTINE HYDROCHLORIDE', 'FLUTICASONE PROPIONATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,SEMPROT HIDUNG,lainnya,lainnya,"DUS, 1 BOTOL @ 30 ML (120 DOSIS)",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2026-01-08,2031-01-08,Berlaku,aktif,1678,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKL2532410109A1,DKL2532410109A1,FORDICA PLUS 500/5,GLIBENCLAMIDE | METFORMIN HYDROCHLORIDE,GLIBENCLAMIDE | METFORMIN HYDROCHLORIDE,"['GLIBENCLAMIDE', 'METFORMIN HYDROCHLORIDE']",2,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",CAPRIFARMINDO LABORATORIES - Indonesia,CAPRIFARMINDO LABORATORIES,Indonesia,2025-09-30,2030-09-30,Berlaku,aktif,1578,1,drug_name_category_lookup.csv,GLIBENCLAMIDE | METFORMIN,curated_rule
DKI1735301317A1,DKI1735301317A1,FORXIGA,DAPAGLIFLOZIN PROPANEDIOL,DAPAGLIFLOZIN PROPANEDIOL,['DAPAGLIFLOZIN PROPANEDIOL'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT; 6.150  mg,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT ;; DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2023-02-10,2027-10-05,Berlaku,aktif,487,2,drug_name_category_lookup.csv,DAPAGLIFLOZIN,curated_rule
DKL2333556139A1,DKL2333556139A1,FRIVENTIL,SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE,SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE,['SALMETEROL XINAFOATE. FLUTICASONE PROPIONATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"AEROSOL; 36,321 MCG /50 mcg",lainnya,lainnya,"DUS, 1 CANISTER @ 120 DOSIS",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2023-02-26,2028-02-26,Berlaku,aktif,631,1,drug_name_category_lookup.csv,FLUTICASONE,curated_rule
DKI1414600129A1,DKI1414600129A1,FUCICORT,FUSIDIC ACID. BETAMETHASONE VALERATE,FUSIDIC ACID. BETAMETHASONE VALERATE,['FUSIDIC ACID. BETAMETHASONE VALERATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,KRIM; 20 MG /1.214 MG,krim,topikal,"DUS, TUBE @ 5 G",TUNGGAL IDAMAN ABDI - Indonesia,TUNGGAL IDAMAN ABDI,Indonesia,2021-09-19,2026-09-19,Berlaku,aktif,106,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL2517634829A1,DKL2517634829A1,FUSIBAT BV,BETAMETHASONE VALERATE | FUSIDIC ACID,BETAMETHASONE VALERATE | FUSIDIC ACID,"['BETAMETHASONE VALERATE', 'FUSIDIC ACID']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 5 GRAM",INTERBAT - Indonesia,INTERBAT,Indonesia,2025-11-17,2030-11-17,Berlaku,aktif,1626,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL2042801129A1,DKL2042801129A1,FUSIDASOL,BETAMETHASONE DIPROPIONATE | FUSIDIC ACID,BETAMETHASONE DIPROPIONATE | FUSIDIC ACID,"['BETAMETHASONE DIPROPIONATE', 'FUSIDIC ACID']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,KRIM,krim,topikal,"DUS, 1 TUBE @ 15 GRAM",YSP INDUSTRIES INDONESIA - Indonesia,YSP INDUSTRIES INDONESIA,Indonesia,2026-04-15,2030-12-07,Berlaku,aktif,1646,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
GKL2202508001A1,GKL2202508001A1,GABAPENTIN,GABAPENTIN,GABAPENTIN,['GABAPENTIN'],1,antikonvulsan,antikonvulsan,antikonvulsan,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPSUL,kapsul,oral,"DUS, 10 STRIP @ 10 KAPSUL",DIPA PHARMALAB INTERSAINS - Indonesia,DIPA PHARMALAB INTERSAINS,Indonesia,2026-04-24,2031-04-24,Berlaku,aktif,1784,1,drug_name_category_lookup.csv,GABAPENTIN,curated_rule
DKL0203809146A1,DKL0203809146A1,GENTASON B,BETAMETHASONE SODIUM PHOSPHATE. GENTAMICIN SULFATE,BETAMETHASONE SODIUM PHOSPHATE. GENTAMICIN SULFATE,['BETAMETHASONE SODIUM PHOSPHATE. GENTAMICIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"TETES MATA; 1,00 MG /3,00 MG",tetes,mata,"BOTOL PLASTIK @ 5 ML ;; CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML",CENDO - Indonesia,CENDO,Indonesia,2022-06-29,2026-12-27,Berlaku,aktif,205,2,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
GKL2102363910A1,GKL2102363910A1,GLICLAZIDE,GLICLAZIDE,GLICLAZIDE,['GLICLAZIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2026-02-02,2031-02-02,Berlaku,aktif,1703,1,drug_name_category_lookup.csv,GLICLAZIDE,curated_rule
GKL1413319304B1,GKL1413319304B1,GLIMEPIRIDE,GLIMEPIRIDE,GLIMEPIRIDE,['GLIMEPIRIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET,kaplet,oral,"DUS, 5 BLISTER @ 10 KAPLET",LAPI LABORATORIES - Indonesia,LAPI LABORATORIES,Indonesia,2026-05-02,2031-05-02,Berlaku,aktif,1792,1,drug_name_category_lookup.csv,GLIMEPIRIDE,curated_rule
DKL2633532701B1,DKL2633532701B1,GLINOV,PREGABALIN,PREGABALIN,['PREGABALIN'],1,antikonvulsan,antikonvulsan,antikonvulsan,1,Obat Keras - Lokal,Obat Keras,1,1,KAPSUL,kapsul,oral,"DUS, 3 STRIP @ 10 KAPSUL",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2026-04-20,2031-04-20,Berlaku,aktif,1780,1,drug_name_category_lookup.csv,PREGABALIN,curated_rule
LKE14055071,LKE14055071,GLIPIZIDE,GLIPIZIDE,GLIPIZIDE,['GLIPIZIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET,tablet,oral,"BLISTER PACK, 10 X 10 X 10 TABLET",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2025-02-14,2030-02-14,Berlaku,aktif,1350,1,drug_name_category_lookup.csv,GLIPIZIDE,curated_rule
DKL1134609210A1,DKL1134609210A1,GLUBOSE,ACARBOSE,ACARBOSE,['ACARBOSE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 5 STRIP @ 10 TABLET",FERRON PAR PHARMACEUTICALS - Indonesia,FERRON PAR PHARMACEUTICALS,Indonesia,2025-07-28,2030-07-28,Berlaku,aktif,1514,1,drug_name_category_lookup.csv,ACARBOSE,curated_rule
DKL1915809314A1,DKL1915809314A1,GLUCOPHAGE XR,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,['METFORMIN HYDROCHLORIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET PELEPASAN LAMBAT,tablet,oral,"DUS, 8 BLISTER @ 15 TABLET PELEPASAN LAMBAT",MERCK TBK - Indonesia,MERCK TBK,Indonesia,2026-04-10,2031-04-10,Berlaku,aktif,1770,1,drug_name_category_lookup.csv,METFORMIN,curated_rule
DKL1715809217C1,DKL1715809217C1,GLUCOVANCE,METFORMIN HYDROCHLORIDE. GLIBENCLAMIDE,METFORMIN HYDROCHLORIDE. GLIBENCLAMIDE,[],0,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 8 BLISTER @ 15 TABLET SALUT SELAPUT ;; DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT",MERCK TBK - Indonesia,MERCK TBK,Indonesia,2025-01-06,2029-07-15,Berlaku,aktif,1136,2,drug_name_category_lookup.csv,GLIBENCLAMIDE | METFORMIN,curated_rule
